番号,俳句,季語,季節
19796,藪医者の先がけしたる茅の輪哉,茅の輪,夏
19797,大矢数中にまじりて山法師,大矢数,新年
19798,篝燃えて既に矢数の用意かな,大矢数,新年
19799,侍のしばし見て去る矢数かな,大矢数,新年
19800,名を記す矢数の主のほまれかな,大矢数,新年
19801,時鳥聞かず顔なる矢数かな,大矢数,新年
19802,やぶ入や真ツ昼中の閻魔堂,藪入,春
19803,ヤブ入ノ小僧ノ群ヤ夏芝居,藪入,春
19804,夏休みの人と見えけり白鹿摺,夏休,夏
19805,夏休みの書生に逢ひぬ瀬戸の船,夏休,夏
19806,夏休みの書生になじむ船の飯,夏休,夏
19807,夏休み来るべく君を待まうけ,夏休,夏
19808,夏休ミ夜店ニ土産トヽノヘテ,夏休,夏
19809,腐り居る暑中見舞の卵かな,暑中見舞,夏
19810,見渡せば富士迄つゞく田植哉,田植,夏
19811,一日は児も手伝ふて田うゑ哉,田植,夏
19812,五月雨に笠のふゑたる田植かな,田植,夏
19813,陣笠を着た人もある田植哉,田植,夏
19814,女房のとかくおくれる田植哉,田植,夏
19815,花嫁の笠きて蓑きて田植哉,田植,夏
19816,母の乳を泥手で撫でる田植哉,田植,夏
19817,見る限りわが領分の田植哉,田植,夏
19818,宿なしの庭ひろひろと田植哉,田植,夏
19819,赤阪の御油へつゞく田植哉,田植,夏
19820,笠を着て誰に田植の薄化粧,田植,夏
19821,兼平の塚を目あてに田植哉,田植,夏
19822,兼平の塚をめあての田植哉,田植,夏
19823,日焼田に覚束なくも田植哉,田植,夏
19824,鎌倉や田植ゑて帰る人若し,田植,夏
19825,鎌倉や田植みかへる人若し,田植,夏
19826,子を負ふて小川飛びこす田植哉,田植,夏
19827,利根川の向ふは遅き田植哉,田植,夏
19828,苗植ゑて鯰のたくる小川哉,田植,夏
19829,水引くや田川は横にすぢかひに,田植,夏
19830,嫁入りて今年植ゑけり隣の田,田植,夏
19831,雨の日は雨に興がる田植かな,田植,夏
19832,犬も猫も田植の留守の昼寝哉,田植,夏
19833,うき人に尻を向けたる田植かな,田植,夏
19834,うら若き夫婦二人の田植哉,田植,夏
19835,植ゑ残す水田に朝の靄深し,田植,夏
19836,大雨の中に四五人田植かな,田植,夏
19837,思ひそめぬ雨の田植の夕より,田植,夏
19838,傘さして田植見て居る一人哉,田植,夏
19839,水深く田植すべくもあらぬ哉,田植,夏
19840,やもめ一人月に裾田の早苗とる,田植,夏
19841,朝夕に神きこしめす田歌かな,田植唄,夏
19842,鎌倉は何とうたふか田植歌,田植唄,夏
19843,島原や昼はものうき田植歌,田植唄,夏
19844,そぼふるやあちらこちらの田植歌,田植唄,夏
19845,楼に上れば南郊の雨に田植歌,田植唄,夏
19846,早をと女に夏痩のなきたうとさよ,早乙女,夏
19847,さをとめのあやめを抜て戻りけり,早乙女,夏
19848,早乙女の黒き色こそ尊けれ,早乙女,夏
19849,早乙女の恋するひまもなかりけり,早乙女,夏
19850,さをとめの泥をおとせば足軽し,早乙女,夏
19851,早乙女の名は落しけり田草取,早乙女,夏
19852,早乙女の名を落しけり田草取,早乙女,夏
19853,早乙女のむかしを語れ小傾城,早乙女,夏
19854,早乙女やとる手うゝる手隙もなき,早乙女,夏
19855,早乙女やとる手かゝる手ひまもなき,早乙女,夏
19856,早乙女を汽車より見そめ給ひけり,早乙女,夏
19857,早乙女のならぶや宮を尻にして,早乙女,夏
19858,さをとめの一むれ帰る小道哉,早乙女,夏
19859,さをとめや牛は固より黒きもの,早乙女,夏
19860,さをとめや泥から生えし足の色,早乙女,夏
19861,画にかけば菅笠ばかり植をとめ,早乙女,夏
19862,夕月や早乙女うたひつゝかへる,早乙女,夏
19863,夕月夜早少女うたひつゝ帰る,早乙女,夏
19864,歌もなき雨のさをとめ哀れなり,早乙女,夏
19865,早少女に物問ふて居る法師哉,早乙女,夏
19866,早乙女の弁当を覗く鴉かな,早乙女,夏
19867,早乙女やどの顔見ても姉妹,早乙女,夏
19868,六十のそれも早少女とこそ申せ,早乙女,夏
19869,田草取きまつた歌はなかりけり,田草取,夏
19870,田草とり世のわつらひはまた知らず,田草取,夏
19871,我先に穂に出て田草ぬかれけり,田草取,夏
19872,我先に穂に出て田草引かれけり,田草取,夏
19873,折々は田螺つかみつ田草取,田草取,夏
19874,折々は田螺にぎりつ田草取,田草取,夏
19875,汽車行くやひんと立たる田草取,田草取,夏
19876,菅笠も三番草のふるび哉,田草取,夏
19877,稗蒔や百姓鶴に語つて日く,稗蒔,夏
19878,夏館異人住むかや赤い花,夏館,夏
19879,泉殿に朗詠うたふ声更けぬ,泉殿,春
19880,舟てくる友もありけり夏座敷,夏座敷,夏
19881,帆の風を半分もらふて夏座敷,夏座敷,夏
19882,帆の風をわけてもらふや夏座敷,夏座敷,夏
19883,夏座敷海に白帆の徃来あり,夏座敷,夏
19884,夏座敷松風を召され候ぞ,夏座敷,夏
19885,欄に近く白帆通りぬ夏座敷,夏座敷,夏
19886,小娘の団扇つかふや青すだれ,青簾,夏
19887,そよそよと風の吹けり青簾,青簾,夏
19888,和かな風を生みけり青簾,青簾,夏
19889,待乳山ひらりと見えぬ青簾,青簾,夏
19890,青すたれかけそめた日や風かほる,青簾,夏
19891,青簾光源氏のわらひ声,青簾,夏
19892,萱町や裏へまはれば青簾,青簾,夏
19893,松の木のすき影黒し青簾,青簾,夏
19894,青簾娘をもたぬ家もなし,青簾,夏
19895,伊予の名のけふにあひけり青簾,青簾,夏
19896,傾城も娘めきたり青簾,青簾,夏
19897,御報捨の杓さし出すや青簾,青簾,夏
19898,はらはらと衣のさはりや青簾,青簾,夏
19899,はらはらと衣のさはるや青すたれ,青簾,夏
19900,ひるかへす風のけしきや青簾,青簾,夏
19901,議事堂や出口出口の青簾,青簾,夏
19902,古家や奈良の都の青簾,青簾,夏
19903,青簾かすれかすれの白帆かな,青簾,夏
19904,青簾猫かき上るかげすなり,青簾,夏
19905,青簾捲けよ雲見ん岩屋寺,青簾,夏
19906,青簾六位の君の笑ひけり,青簾,夏
19907,門口や忌中と書きし青簾,青簾,夏
19908,古壺に金魚飼ふたり青簾,青簾,夏
19909,ほろほろと雨吹きこむや青簾,青簾,夏
19910,二階には娘住ませつ青簾,青簾,夏
19911,人少きお前の様や青簾,青簾,夏
19912,おとなしく風篩ひこむ簾かな,簾,夏
19913,簾捲く指図の下けり待乳山,簾,夏
19914,捲き上る簾の下や待乳山,簾,夏
19915,夕月や簾に動く花の影,簾,夏
19916,簟五尺四方の世界哉,簟,夏
19917,簟児のいばりの流れけり,簟,夏
19918,持ち来るアイスクリムや簟,簟,夏
19919,耕した夕くたびれや簟,簟,夏
19920,掛香や遊女が親の泥臭き,掛香,冬
19921,掛香や車せりあふ物っまうで,掛香,冬
19922,掛香やすれ違ひたる宵の闇,掛香,冬
19923,三輪の天国香や二輪散る,掛香,冬
19924,掛香ヤ紅粉ヤクサヾヽ京土産,掛香,冬
19925,掛香ヲ人ニクレケリ後家ノ君,掛香,冬
19926,上ひとつぬぐやかたゐの更衣,更衣,夏
19927,やすんたる日より大工の衣かへ,更衣,夏
19928,やせたりといわれてをかし更衣,更衣,夏
19929,屋根にあやめ軒にすたれや衣かへ,更衣,夏
19930,姉が織り妹が縫ふて更衣,更衣,夏
19931,行脚する心に安し衣かへ,更衣,夏
19932,着心や妹がしたての衣かへ,更衣,夏
19933,気安さや五月になりて更衣,更衣,夏
19934,金春や三味の袋も衣かへ,更衣,夏
19935,袂には鼻紙もなし更衣,更衣,夏
19936,ふんどしも白うなりけり衣がえ,更衣,夏
19937,松の木をかゝへて見たり衣更,更衣,夏
19938,松の木をかゝへて見たる衣かへ,更衣,夏
19939,うき人にあふて恥かし衣かへ,更衣,夏
19940,風吹て飛ばんとぞ思ふ衣かへ,更衣,夏
19941,衣かへ鏡か浦を見に出たり,更衣,夏
19942,天竺の仏は何を衣かへ,更衣,夏
19943,飛石へはだしで出たり衣かへ,更衣,夏
19944,何吹くと定めぬ朝や衣かへ,更衣,夏
19945,庭石へ跣足で出たり衣かへ,更衣,夏
19946,ぬれ髪を干す日や蜑の衣かへ,更衣,夏
19947,身受けせし傾城くやし衣かへ,更衣,夏
19948,若殿の立ちぎゝにくし衣かへ,更衣,夏
19949,衣更へで飢に泣きたる女かな,更衣,夏
19950,是は是は醍醐の君の衣更かへ,更衣,夏
19951,更衣城門の大鼓いさましき,更衣,夏
19952,衣がへ日本服を着て来れ,更衣,夏
19953,衣がへ都見に出る男かな,更衣,夏
19954,衣かへ能く似た人の通りけり,更衣,夏
19955,衣かへて青空の色めづらしや,更衣,夏
19956,衣かへて再び来たり金の友,更衣,夏
19957,衣更へて奴の腋のあらはるゝ,更衣,夏
19958,船頭や陸へ出る日を衣がへ,更衣,夏
19959,更衣少し寒うて気あひよき,更衣,夏
19960,衣更へて鼓をあぶる男かな,更衣,夏
19961,墨染に衣かへたり最明寺,更衣,夏
19962,親はまだ衣更ふべくも見えざりき,更衣,夏
19963,極楽は衣も更へず仏だち,更衣,夏
19964,更衣草の葉木の葉皆動く,更衣,夏
19965,更衣故郷のたより届きけり,更衣,夏
19966,更衣此頃銭にうとき哉,更衣,夏
19967,更衣知らぬ鳥鳴く庭の木に,更衣,夏
19968,更衣蜻蛉も吾になじめかし,更衣,夏
19969,更衣無絃の琴を抱えけり,更衣,夏
19970,更衣老妓を招く詩会かな,更衣,夏
19971,更衣尾長鳥といふを吾見たり,更衣,夏
19972,衣更へて愚庵を訪はん東山,更衣,夏
19973,衣更へて髭剃つて書生来りけり,更衣,夏
19974,其中に衣更へざる一人かな,更衣,夏
19975,番頭の衣更へたる出店かな,更衣,夏
19976,人は皆衣など更へて来りけり,更衣,夏
19977,門前の流に遊ぶ更衣,更衣,夏
19978,田舎人の衣更へたる汽車場哉,更衣,夏
19979,衣更へつ甲板に出て鱶を見る,更衣,夏
19980,衣更へて出女門に出揃ひぬ,更衣,夏
19981,法帖の古きに臨む衣がへ,更衣,夏
19982,衣かへて愚庵を訪はん東山,更衣,夏
19983,更衣狭山の新茶到来す,更衣,夏
19984,衣更へて机に向ふうつし物,更衣,夏
19985,十年の病癒えけり更衣,更衣,夏
19986,雨の日ハ袷もほしや隅田の夏,袷,秋
19987,雨ふれハ袷もほしゝ隅田の夏,袷,秋
19988,三津口を又一人行く袷哉,袷,秋
19989,ありたけの道具ほり出す袷かな,袷,秋
19990,医者の子の木上りしたる袷哉,袷,秋
19991,うしろから猫の飛びつく袷哉,袷,秋
19992,うれしさに人も留守也袷時,袷,秋
19993,松島の心に近き袷哉,袷,秋
19994,老僧の錫杖みがく袷哉,袷,秋
19995,浅黄とも白ともつかぬ袷かな,袷,秋
19996,石橋を踏みならしたる袷哉,袷,秋
19997,襟元に蝨這出す袷かな,袷,秋
19998,蜻蛉のつまゝれさうな袷哉,袷,秋
19999,乗合の大勢になる袷哉,袷,秋
20000,故郷のたよりうれしき袷哉,袷,秋
20001,若人の眼鏡かけたり絹袷,袷,秋
20002,若き人の眼鏡掛けたり絹袷,袷,秋
20003,笑はれて又着かへたる袷かな,袷,秋
20004,袷着て白き花いけんとぞ思ふ,袷,秋
20005,旅人の破鐘たゝく袷かな,袷,秋
20006,辻駕につれだつ人の袷かな,袷,秋
20007,強弓を引きしぼりたる袷哉,袷,秋
20008,袷着て朝日寒がる馬の上,袷,秋
20009,袷着て碓氷峠を上りけり,袷,秋
20010,袷着て人鞦韆を試みる,袷,秋
20011,袷着て堀に投げたる礫かな,袷,秋
20012,袷著て行けばひらひら胡蝶飛ぶ,袷,秋
20013,著換売つて路銀にしたる袷哉,袷,秋
20014,めづらしく机に向ふ袷哉,袷,秋
20015,遠足に犬つれて行く袷かな,袷,秋
20016,新しきへこ帯古き袷かな,袷,秋
20017,袷着て帰去来を賦す五人扶持,袷,秋
20018,京近く旅費の尽きたる袷哉,袷,秋
20019,五斗米の望もなくて古袷,袷,秋
20020,地謡の人並びたる袷哉,袷,秋
20021,袷著ておくれしと行くや橋供養,袷,秋
20022,袷着て馳せ行くもあり橋供養,袷,秋
20023,袷著し犬のお夏や犬芝居,袷,秋
20024,歌をよむ従五位の君や絹袷,袷,秋
20025,素袷や黒三郎が妾,袷,秋
20026,いつきても風孕むなり絽の羽織,夏羽織,夏
20027,いつきても風を孕むか絽の羽織,夏羽織,夏
20028,誰が紋をつけて見やうぞ夏羽織,夏羽織,夏
20029,夏羽織われをはなれて飛ばんとす,夏羽織,夏
20030,脱ぎすてし夏の羽織に風孕む,夏羽織,夏
20031,破れ易し人のかたみの夏羽織,夏羽織,夏
20032,挨拶や夏の羽織もつくろはす,夏羽織,夏
20033,江の島に遊ぶ支度や夏羽織,夏羽織,夏
20034,かしこまる角力取供や夏羽織,夏羽織,夏
20035,此頃の会社つとめや夏羽織,夏羽織,夏
20036,先生の夏羽織脱く揮毫哉,夏羽織,夏
20037,ちりかゝる松の落葉や夏羽織,夏羽織,夏
20038,夏羽織琵琶湖の風に吹かれけり,夏羽織,夏
20039,夏羽織露月は医者になりにけり,夏羽織,夏
20040,脱いで置く夏の羽織や芝居茶屋,夏羽織,夏
20041,薄物の羽織や人のにやけたり,夏羽織,夏
20042,めでたさに石投げつけん夏小袖,夏小袖,夏
20043,提灯の火影にさきぬ辻が花,辻が花,春
20044,帷子や蝙蝠傘のかいき裏,帷子,夏
20045,帷子のあさはか過る郭哉,帷子,夏
20046,帷子をこほるゝ肌の匂ひ哉,帷子,夏
20047,川風は只帷子の一重哉,帷子,夏
20048,帷子のわれを離れてとばんとす,帷子,夏
20049,帷子や須磨は松風松の雨,帷子,夏
20050,帷子のちゞみあがりて腕白し,帷子,夏
20051,帷子に風吹き起る滝の茶屋,帷子,夏
20052,帷子に人はしたなき脇臭かな,帷子,夏
20053,脱がんとす帷子を松の風が吹く,帷子,夏
20054,旅衣ひとへにわれを護り給へ,単衣,夏
20055,旅人の単衣かさぬるすゝみ哉,単衣,夏
20056,松島の風に吹かれん単もの,単衣,夏
20057,山風やそれぬぎすてよ単もの,単衣,夏
20058,絶頂に上れば寒しひとへもの,単衣,夏
20059,単物飄然として郷を出づ,単衣,夏
20060,ひとへものもとより羽織などは著ず,単衣,夏
20061,家並に娘見せたる浴衣哉,浴衣,夏
20062,旅籠屋に浴衣のそろふ廊下哉,浴衣,夏
20063,草鞋といて浴衣きて飯のうまき哉,浴衣,夏
20064,草鞋解いて浴衣着て飯のうまさ哉,浴衣,夏
20065,獄を出て浴衣着て腕さすりたる,浴衣,夏
20066,日曜や浴衣袖広く委蛇委蛇たり,浴衣,夏
20067,家に帰りて汗臭からぬ浴衣哉,浴衣,夏
20068,旅にして妓楼に遊ぶ浴衣哉,浴衣,夏
20069,浴衣著て遠くに遊ぶ湯治哉,浴衣,夏
20070,浴衣著テ田舎ノ夜店見ニ行キヌ,浴衣,夏
20071,夏衣十年の蝨未だ死せず,羅,夏
20072,夏衣絹の好みはなかりけり,羅,夏
20073,夏衣絹を着たるぞあさましき,羅,夏
20074,羅の頭巾や老の童顔,羅,夏
20075,羅を夜の葵にかぶせはや,羅,夏
20076,羅に赤き下著を重ねけり,羅,夏
20077,羅に腰の細さよ京女,羅,夏
20078,うすものに堪へざる美女の立居かな,羅,夏
20079,羅の袖ひるがへす舞子かな,羅,夏
20080,薄物をかけし衣桁や風渡る,羅,夏
20081,かたがたの身の上きかん白重,白重,冬
20082,筆とつて冨士や画かん白重,白重,冬
20083,曙や眉墨匂ふ白重ね,白重,冬
20084,心ある人のすがたや白重,白重,冬
20085,夏服は若殿ぶりの馬上哉,夏服,夏
20086,夏服に白きチョッキの好みあり,夏服,夏
20087,夏衾をし鳥の画もなかりけり,夏衾,夏
20088,麁末にして新しきをぞ夏帽子,夏帽子,夏
20089,夏帽子人帰省すべきでたち哉,夏帽子,夏
20090,夏帽の白きをかぶり八字髯,夏帽子,夏
20091,夏帽の対なるをかぶり二三人,夏帽子,夏
20092,夏帽の人見送るや蜑が子等,夏帽子,夏
20093,夏帽の古きを以て漢法医,夏帽子,夏
20094,夏帽も取りあへぬ辞誼の車上哉,夏帽子,夏
20095,夏帽や吹き飛ばされて濠に落つ,夏帽子,夏
20096,夏帽をかぶつて来たり探訪者,夏帽子,夏
20097,アンペラの夏帽古き医師かな,夏帽子,夏
20098,夏帽に桔梗さしたる生徒哉,夏帽子,夏
20099,夏頭巾口をつぐみて一句なし,夏帽子,夏
20100,夏帽ヲ欺カレケリ夜店物,夏帽子,夏
20101,夜店ナル安夏帽ヤ買ヒガテヌ,夏帽子,夏
20102,麦わらの帽子に杉の落は哉,麦稈帽,夏
20103,潮あびる裸の上の藁帽子,麦稈帽,夏
20104,足遅きは女なるらん日傘,日傘,夏
20105,清水の阪のぼり行く日傘かな,日傘,夏
20106,黒雲のにわかに騒ぐ日傘かな,日傘,夏
20107,一つ二つ日傘さしたる渡し哉,日傘,夏
20108,蚊やつれば蚊? のそよぎや窓の月,蚊帳,夏
20109,我庵の儀式につるや破れ蚊帳,蚊帳,夏
20110,鼾あり皿も徳利も蚊帳の外,蚊帳,夏
20111,瘧落て足ふみのばす蚊帳哉,蚊帳,夏
20112,片隅へ机おしやる蚊帳哉,蚊帳,夏
20113,蚊帳つれば蚊帳に吹く也松の風,蚊帳,夏
20114,蚊帳の風吹きまくらるゝ小供哉,蚊帳,夏
20115,はたこ屋に林檎くふ也蚊帳の中,蚊帳,夏
20116,ものうしや傾城をまつ蚊帳の中,蚊帳,夏
20117,蚊帳の中に書燈かすかに見ゆる哉,蚊帳,夏
20118,山寺や蚊帳の波うつ大座敷,蚊帳,夏
20119,暁や白帆過ぎ行く蚊帳の外,蚊帳,夏
20120,暁や松も白帆も蚊帳の外,蚊帳,夏
20121,明夜や蚊帳をはづして一寝入,蚊帳,夏
20122,明方の蚊帳はづせども鼾かな,蚊帳,夏
20123,明方や蚊帳を外して一寝入,蚊帳,夏
20124,蚊帳釣りて書読む人のともし哉,蚊帳,夏
20125,蚊帳つりて夜学の人のともし哉,蚊帳,夏
20126,峠より風吹きおろす蚊帳哉,蚊帳,夏
20127,はつきりと見る夜もなしに? の月,蚊帳,夏
20128,人もなし子一人寝たる蚊帳の中,蚊帳,夏
20129,藪原や蚊帳をめぐる山の雲,蚊帳,夏
20130,病む人の蚊帳にすがる起居哉,蚊帳,夏
20131,病む人の顔にかけたる蚊帳哉,蚊帳,夏
20132,夜や更けぬ蚊帳に近き波の音,蚊帳,夏
20133,別れとて片隅はづす蚊帳哉,蚊帳,夏
20134,暁の簪振ふ蚊帳かな,蚊帳,夏
20135,薄曇る夜明を蚊帳にこもりけり,蚊帳,夏
20136,家内十人蚊帳三ところに収まりぬ,蚊帳,夏
20137,唐人の白き蚊帳釣る寝台哉,蚊帳,夏
20138,淋しげに行燈立てり蚊帳の外,蚊帳,夏
20139,誰やらの忍びよつたる蚊帳かな,蚊帳,夏
20140,血眼に蚊帳を窺ふ抜刃哉,蚊帳,夏
20141,月よ風よわれ仰向けに蚊帳の中,蚊帳,夏
20142,手探りに日記しるすや蚊帳の中,蚊帳,夏
20143,鼠入つて四隅を落す蚊帳かな,蚊帳,夏
20144,裸身や蚊帳吹きつくる摩耶颪,蚊帳,夏
20145,旅籠屋の蚊帳に夜明けて須磨の海,蚊帳,夏
20146,更くる夜の蚊帳啼きめぐる小猫哉,蚊帳,夏
20147,夜の明くるけしき見て居る蚊帳の中,蚊帳,夏
20148,蚊帳に別れ蚊に眠られぬ夜もありき,蚊帳,夏
20149,蚊帳の別れ溲瓶に遠き心かな,蚊帳,夏
20150,君を送りて思ふことあり蚊帳に泣く,蚊帳,夏
20151,人愚なり雷を恐れて蚊帳に伏す,蚊帳,夏
20152,湯あみせし旅草臥や蚊帳の中,蚊帳,夏
20153,羅の蚊帳垂れてあり御寝処,蚊帳,夏
20154,羅の蚊帳つる君が寝床哉,蚊帳,夏
20155,蚊を焼くとて蚊帳を焼いてしまいけり,蚊帳,夏
20156,寝処ヲカヘタル蚊帳ノ別カナ,蚊帳,夏
20157,二ツ三ツ蚊ノ来ル蚊帳ノ別カナ,蚊帳,夏
20158,傾城の文反古まじる紙帳哉,紙帳,秋
20159,暁や紙帳に上る松の影,紙帳,秋
20160,きんたまのころげて出たる紙帳哉,紙帳,秋
20161,別れとて片隅はつす紙帳哉,紙帳,秋
20162,草の戸の夜明露けき紙帳かな,紙帳,秋
20163,よき風を膝にまとめし団扇哉,団扇,夏
20164,涼しさやあふぐ団扇のうらおもて,団扇,夏
20165,涼風やあふぐ団扇のうらおもて,団扇,夏
20166,小娘ののぞきこんだる団扇かな,団扇,夏
20167,母親に夏やせかくす団扇かな,団扇,夏
20168,蕗折て我も人並の団扇哉,団扇,夏
20169,家涼し団扇にのせて嵐山,団扇,夏
20170,うちはあれとさらにあふかん時もなし,団扇,夏
20171,蚊の多きひまな手多き団哉,団扇,夏
20172,傾城にあふがれて居る団哉,団扇,夏
20173,端居して葱をあふぐ団哉,団扇,夏
20174,人をよぶ団扇の音や夕涼み,団扇,夏
20175,昔咄団扇の風に薫りけり,団扇,夏
20176,京女てんてにかさすうちは哉,団扇,夏
20177,米つきの提げて出でけり大団扇,団扇,夏
20178,睾丸をのせて重たき団扇哉,団扇,夏
20179,傾城の顔にあてたる団扇哉,団扇,夏
20180,褌に団扇さしたる裸哉,団扇,夏
20181,松風の村雨を呼ぶ団扇かな,団扇,夏
20182,団扇腰に鍬つかひ居るあるじ哉,団扇,夏
20183,団扇取つて廊下舞ひ出る酒興かな,団扇,夏
20184,団扇持つてありけば駅を出はなれぬ,団扇,夏
20185,団扇持つて汽車に乗りたる道者哉,団扇,夏
20186,団扇持つて欄に凭れば風楼に入る,団扇,夏
20187,団扇もて我に吹き送れ不二の風,団扇,夏
20188,裏側は月と薄の団扇哉,団扇,夏
20189,川風や団扇持て人遠ありきす,団扇,夏
20190,絹団扇端居し居れば蛍飛ぶ,団扇,夏
20191,此頃や土産にもらふ江戸団扇,団扇,夏
20192,権助が名前書きけり渋団扇,団扇,夏
20193,盃をのせて出したる団扇哉,団扇,夏
20194,二階から屋根舟招く団扇哉,団扇,夏
20195,羽団扇に又孟獲を見る日かな,団扇,夏
20196,満月の雫を受けん水団扇,団扇,夏
20197,水団扇水散点す顔の上,団扇,夏
20198,欄干や団扇の下の淡路島,団扇,夏
20199,琉球の芭蕉の団扇贈られぬ,団扇,夏
20200,団扇出して先づ問ふ加賀は能登は如何,団扇,夏
20201,盜み出す女と話す団扇哉,団扇,夏
20202,古団扇涙の跡を見らるゝな,団扇,夏
20203,団扇さし団扇はさしてなかりけり,団扇,夏
20204,団扇持て小庭の月や夕歩行,団扇,夏
20205,三代の米つき今に渋団扇,団扇,夏
20206,はい原の団扇を送るたより哉,団扇,夏
20207,這ひいでし虫おさへたる団扇哉,団扇,夏
20208,人まねの団扇を使ふ小猿哉,団扇,夏
20209,ひとり酔ふて物謡ひ出す団扇哉,団扇,夏
20210,古畳団扇に虫をおさへけり,団扇,夏
20211,買ひに往て絵の気に入らぬ団扇かな,団扇,夏
20212,団扇二ツ角と雪とを画きけり,団扇,夏
20213,村と話す維駒団扇取つて傍に,団扇,夏
20214,手すさひの団扇画芭蕉キ角など,団扇,夏
20215,破団扇夏も一爐の備哉,団扇,夏
20216,誰が扇わすれおきけん松のもと,扇,夏
20217,こゝからも風は来るかやかけ扇,扇,夏
20218,ここからも風や吹くらんかけ扇,扇,夏
20219,剣売て扇さしたるすゞみかな,扇,夏
20220,旅人の扇置なり石の上,扇,夏
20221,ふしさへも一と夜に出来つ扇折,扇,夏
20222,謡師に肩はる癖の扇哉,扇,夏
20223,海は扇松島は其絵なりけり,扇,夏
20224,かざす顔に紅うつる扇哉,扇,夏
20225,京人は男もやさし紅扇,扇,夏
20226,傾城にとりかくされし扇哉,扇,夏
20227,傾城にものかゝれたる扇哉,扇,夏
20228,座敷から扇投げやる小舟哉,扇,夏
20229,松島に扇かさしてなかめけり,扇,夏
20230,ものいはぬ座頭にくしや京扇,扇,夏
20231,夕涼小魚のせたる扇哉,扇,夏
20232,草鞋とけて口にくはえる扇哉,扇,夏
20233,うつくしや京の女の扇折,扇,夏
20234,紅の扇と見ゆれ帯の間,扇,夏
20235,贈るべき扇も持たずうき別れ,扇,夏
20236,おさらばと扇をたゝむ別れかな,扇,夏
20237,これ迄と扇をたゝむ別れ哉,扇,夏
20238,たゝみたる扇にはねる蜈蚣かな,扇,夏
20239,旅人の破鐘叩く扇かな,扇,夏
20240,阿曽次郎と裏に書いたる扇哉,扇,夏
20241,君絵を画け我句を書かん白扇,扇,夏
20242,しひられてもの書きなぐる扇哉,扇,夏
20243,塾生の詩を書きたがる扇かな,扇,夏
20244,謡ひながら小銭を受くる扇哉,扇,夏
20245,扇持たずもとより羽織などは着ず,扇,夏
20246,あやまつて清水にぬらす扇哉,扇,夏
20247,大岡の訴を聞く扇哉,扇,夏
20248,髪結ふて古風な人の扇哉,扇,夏
20249,京に来て扇購ふいとま哉,扇,夏
20250,京の町にはでな扇を求めけり,扇,夏
20251,小扇をはつれて見ゆる寝顔哉,扇,夏
20252,たはれをや扇の手わさ小さかしき,扇,夏
20253,檜扇に歌も書れぬ思ひ哉,扇,夏
20254,紅扇十三にして舞をなす,扇,夏
20255,発心の歌書き捨てし扇哉,扇,夏
20256,物書いた扇を人に見られけり,扇,夏
20257,六十を祝ふて贈る扇哉,扇,夏
20258,ざれ歌の手跡めでたき扇哉,扇,夏
20259,為山画いて皆が贊する扇哉,扇,夏
20260,赤きものを子はめで草のざつ扇,扇,夏
20261,風板引け鉢植の花散る程に,風板,冬
20262,籠枕頭の下に夜は明けぬ,籠枕,夏
20263,あけかたは足でおし出す竹婦人,竹婦人,秋
20264,きぬきぬの朝ひやつくや竹婦人,竹婦人,秋
20265,抱籠やこの頃肌のふれ具合,竹婦人,秋
20266,きぬきぬの心やすさよ竹婦人,竹婦人,秋
20267,傾城の名をつけて見ん竹婦人,竹婦人,秋
20268,抱籠の一夜はかなき契り哉,竹婦人,秋
20269,古妻とよばん去年の竹婦人,竹婦人,秋
20270,昔竹取の翁といふあり竹婦人,竹婦人,秋
20271,淋しさやいくさの留守の竹婦人,竹婦人,秋
20272,抱籠のすねてころげる夜明かな,竹婦人,秋
20273,抱籠のすねて夜明くる蚊帳の外,竹婦人,秋
20274,年若く湯婆を知らず竹婦人,竹婦人,秋
20275,人若く湯婆を知らず竹婦人,竹婦人,秋
20276,用ゐざる抱籠邪魔な置処,竹婦人,秋
20277,抱籠の記ありお竹と名を命ず,竹婦人,秋
20278,抱籠を抱いて虫歯に泣く夜かな,竹婦人,秋
20279,夏の夜の月かすませる蚊遣哉,蚊遣,夏
20280,夏の夜の月くもらせる蚊遣哉,蚊遣,夏
20281,面白う紙帳をめぐる蚊遣哉,蚊遣,夏
20282,蚊遣たく煙の中や垣生今津,蚊遣,夏
20283,蚊遣火に涙まぎらす別れ哉,蚊遣,夏
20284,楠に二筋われるかやりかな,蚊遣,夏
20285,塩浜に夜は蚊遣のけふりかな,蚊遣,夏
20286,すじかひにかげろふ門の蚊遣哉,蚊遣,夏
20287,短夜のあしたにのこる蚊遣かな,蚊遣,夏
20288,夕風に畳はひ行く蚊やり哉,蚊遣,夏
20289,留守の家にひとり燃たる蚊遣哉,蚊遣,夏
20290,折々はあふいでのける蚊やりかな,蚊遣,夏
20291,鬼婆々の泪見せたる蚊遣哉,蚊遣,夏
20292,大津絵の赤鬼いぶす蚊遣哉,蚊遣,夏
20293,風吹て蚊遣にけふる小村哉,蚊遣,夏
20294,蚊遣火に宿かる法師色白し,蚊遣,夏
20295,蚊遣火の灰に風あり後夜の鐘,蚊遣,夏
20296,蚊遣火や長柄の橋の鉋屑,蚊遣,夏
20297,傾城の姿あらはす蚊遣哉,蚊遣,夏
20298,傾城の手つからくへる蚊遣哉,蚊遣,夏
